M_NB,SourceName,TIMESTAMP,M_IDENTITY,M_ACC_CUR,M_BONDCLNPR0,M_BONDCLNPR1,M_BONDCLNPR2,M_CHK_DATE0,M_CHK_DATE1,M_CHK_DATE2,M_C_CUR_PL,M_C_PL_DT,M_DIRECTION1,M_DIRECTION2,M_INSTRUMENT,M_IPAYCLEAN,M_MP_R0,M_MP_R1,M_MP_R2,M_MP_RF0,M_MP_RF1,M_MP_RF2,M_MP_SPOT0,M_MP_SPOT1,M_MP_SPOT2,M_MP_SWAP0,M_MP_SWAP1,M_MP_SWAP2,M_MP_TLOSS,M_MP_UDDRP10,M_MP_UDDRP11,M_MP_UDDRP12,M_MP_UDDRP20,M_MP_UDDRP21,M_MP_UDDRP22,M_MP_UDEXR0,M_MP_UDEXR1,M_MP_UDEXR2,M_MP_UPRC0,M_MP_UPRC1,M_MP_UPRC2,M_MP_UPRCIS0,M_MP_UPRCIS1,M_MP_UPRCIS2,M_MP_USEXR0,M_MP_USEXR1,M_MP_USEXR2,M_MP_VOL0,M_MP_VOL1,M_MP_VOL2,M_MX_REF_JOB,,M_PLCPNACC0,M_PLCPNACC1,M_PLCPNACC2,M_PLIRDACC10,M_PLIRDACC11,M_PLIRDACC12,M_PLIRDACC20,M_PLIRDACC21,M_PLIRDACC22,M_PLIRDACS10,M_PLIRDACS11,M_PLIRDACS12,M_PLIRDACS20,M_PLIRDACS21,M_PLIRDACS22,M_PLIRDCUR1,M_PLIRDCUR2,M_PLIRDFCS10,M_PLIRDFCS11,M_PLIRDFCS12,M_PLIRDFCS20,M_PLIRDFCS21,M_PLIRDFCS22,M_PL_ACC0,M_PL_ACC1,M_PL_ACC2,M_PL_ACCMV0,M_PL_ACCMV1,M_PL_ACCMV2,M_PL_ALL0,M_PL_ALL1,M_PL_ALL2,M_PL_ASS0,M_PL_ASS1,M_PL_ASS2,M_PL_CG0,M_PL_CG1,M_PL_CG2,M_PL_CGR0,M_PL_CGR1,M_PL_CGR2,M_PL_CGRA0,M_PL_CGRA1,M_PL_CGRA2,M_PL_CGU0,M_PL_CGU1,M_PL_CGU2,M_PL_CGUA0,M_PL_CGUA1,M_PL_CGUA2,M_PL_CR0,M_PL_CR1,M_PL_CR2,M_PL_CRRA0,M_PL_CRRA1,M_PL_CRRA2,M_PL_CRUA0,M_PL_CRUA1,M_PL_CRUA2,M_PL_CS0,M_PL_CS1,M_PL_CS2,M_PL_CSFCP0,M_PL_CSFCP1,M_PL_CSFCP2,M_PL_CSFI0,M_PL_CSFI1,M_PL_CSFI2,M_PL_CSFR0,M_PL_CSFR1,M_PL_CSFR2,M_PL_CSFRV0,M_PL_CSFRV1,M_PL_CSFRV2,M_PL_CSNF0,M_PL_CSNF1,M_PL_CSNF2,M_PL_CSNFCP0,M_PL_CSNFCP1,M_PL_CSNFCP2,M_PL_CSNFR0,M_PL_CSNFR1,M_PL_CSNFR2,M_PL_CSNFRV0,M_PL_CSNFRV1,M_PL_CSNFRV2,M_PL_CSRV0,M_PL_CSRV1,M_PL_CSRV2,M_PL_CUR,M_PL_FE0,M_PL_FE1,M_PL_FE2,M_PL_FEFI0,M_PL_FEFI1,M_PL_FEFI2,M_PL_FMV0,M_PL_FMV1,M_PL_FMV2,M_PL_FMVCL0,M_PL_FMVCL1,M_PL_FMVCL2,M_PL_FPFCP0,M_PL_FPFCP1,M_PL_FPFCP2,M_PL_FPFRV0,M_PL_FPFRV1,M_PL_FPFRV2,M_PL_FPNFCP0,M_PL_FPNFCP1,M_PL_FPNFCP2,M_PL_FPNFRV0,M_PL_FPNFRV1,M_PL_FPNFRV2,M_PL_FTFI0,M_PL_FTFI1,M_PL_FTFI2,M_PL_GEPL0,M_PL_GEPL1,M_PL_GEPL2,M_PL_MVFCP0,M_PL_MVFCP1,M_PL_MVFCP2,M_PL_MVFRV0,M_PL_MVFRV1,M_PL_MVFRV2,M_PL_MVNFCP0,M_PL_MVNFCP1,M_PL_MVNFCP2,M_PL_MVNFRV0,M_PL_MVNFRV1,M_PL_MVNFRV2,M_PL_NEPL0,M_PL_NEPL1,M_PL_NEPL2,M_PL_NFMV0,M_PL_NFMV1,M_PL_NFMV2,M_PL_NFMVCL0,M_PL_NFMVCL1,M_PL_NFMVCL2,M_PL_NPV0,M_PL_NPV1,M_PL_NPV2,M_PL_PMF0,M_PL_PMF1,M_PL_PMF2,M_PL_PVC0,M_PL_PVC1,M_PL_PVC2,M_PL_PVR0,M_PL_PVR1,M_PL_PVR2,M_PL_RV0,M_PL_RV1,M_PL_RV2,M_PL_RVR0,M_PL_RVR1,M_PL_RVR2,M_PL_RVRA0,M_PL_RVRA1,M_PL_RVRA2,M_PL_RVU0,M_PL_RVU1,M_PL_RVU2,M_PL_RVUA0,M_PL_RVUA1,M_PL_RVUA2,M_QTY_INDEX,M_REF_DATA,M_SC0_IR1_PL,M_SC0_IR2_PL,M_SC0_PL_AC,M_SC0_PL_UC,M_SC1_IR1_PL,M_SC1_IR2_PL,M_SC1_PL_AC,M_SC1_PL_UC,M_SC2_IR1_PL,M_SC2_IR2_PL,M_SC2_PL_AC,M_SC2_PL_UC,M_SECDATA,M_SVRTEQLB1,M_SVRTEQLB2,M_SVRTEQVAL0,M_SVRTEQVAL1,M_SVRTEQVAL2,M_S_DELTA0,M_S_DELTA1,M_S_DELTA2,M_S_GAMMA0,M_S_GAMMA1,M_S_GAMMA2,M_S_RHO0,M_S_RHO1,M_S_RHO2,M_S_RHOF0,M_S_RHOF1,M_S_RHOF2,M_S_THETA0
661087,MxG2K,0,981039,THB,0,0,0,0,1,1,THB,          ,1,-1,THB THBFIX 6M S     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333519,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,THB,   ,0,0,214147.51,0,0,0,0,0,-985852.49,0,0,0,0,0,0,0,0,0,0,0,1200000,0,0,1200000,0,0,1200000,0,0,0,0,0,0,0,0,214147.51,0,0,214147.51,0,0,0,0,0,214147.51,0,0,1200000,0,0,0,0,0,214147.5068,0,0,-985852.4932,0,0,214147.5068,0,0,1200000,0,0,214147.5068,0,0,-985852.4932,0,0,-985852.49,THB,0,0,-45807.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214147.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168340.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-985852.49,0,0,-985852.4932,0,0,-985852.4932,0,0,0,0,0,0,0,21579,1,1,1,1,1,1,1,1,1,1,1,1,0,               ,               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
661087,MX.3,0,4878,THB,0,0,0,0,0,1,THB,          ,1,-1,THB THBFIX 6M S     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341233,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,THB,THB,0,0,214147.51,0,0,0,0,0,-985852.49,0,0,0,0,0,0,0,0,0,0,0,1200000,0,0,1200000,0,0,1200000,0,0,0,0,0,0,0,0,214147.51,0,0,214147.51,0,0,0,0,0,214147.51,0,0,1200000,0,0,0,0,0,214147.5068,0,0,-985852.4932,0,0,214147.5068,0,0,1200000,0,0,214147.5068,0,0,-985852.4932,0,0,-985852.49,THB,0,0,-45807.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214147.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168340.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-985852.49,0,0,-985852.4932,0,0,-985852.4932,0,0,0,0,0,0,0,24627,1,1,1,1,1,1,1,1,1,1,1,1,0,               ,               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7694992,MxG2K,0,980741,THB,0,0,0,0,1,1,THB,          ,1,-1,THB THBMLR 1M M     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.052716386,0,0,0,0,0,0,0,0,0,333519,,0,0,0,0,0,61847.8,0,0,-59926.4,0,0,61847.8,0,0,-59926.4,THB,THB,0,0,29049.73,0,0,0,0,0,30971.13,0,0,1921.4,0,0,0,0,0,0,0,0,43320.3,0,0,0,0,0,0,0,0,43320.29826,0,0,43320.29826,0,0,72370.03,0,0,0,0,0,72370.03,0,0,29049.73,0,0,0,0,0,0,0,0,0,0,0,29049.73322,0,0,29049.73322,0,0,0,0,0,0,0,0,29049.73322,0,0,29049.73,THB,0,0,0,0,0,0,0,0,43316.88232,0,0,43316.88232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.415941,0,0,72366.62,0,0,43316.88232,0,0,0,0,0,43320.29826,0,0,0,0,0,72366.62,0,0,43320.29826,0,0,43320.29826,0,0,43313.47,0,0,0,0,0,-3.42,0,0,-1921.4,0,0,29049.73,0,0,0,0,0,0,0,0,29049.73322,0,0,29049.73322,0,21579,1,1,1,1,1,1,1,1,1,1,1,1,0,THB THBFIX 6M S,1Y             ,0,0,141.8,0,0,100,0,0,0,0,0,0,0,0,0,0
7694992,MX.3,0,4580,THB,0,0,0,0,0,1,THB,          ,1,-1,THB THBMLR 1M M     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.052716386,0,0,0,0,0,0,0,0,0,341233,,0,0,0,0,0,61847.8,0,0,-59926.4,0,0,61847.8,0,0,-59926.4,THB,THB,0,0,29049.73,0,0,0,0,0,30971.13,0,0,1921.4,0,0,0,0,0,0,0,0,43320.3,0,0,0,0,0,0,0,0,43320.29826,0,0,43320.29826,0,0,72370.03,0,0,0,0,0,72370.03,0,0,29049.73,0,0,0,0,0,0,0,0,0,0,0,29049.73322,0,0,29049.73322,0,0,0,0,0,0,0,0,29049.73322,0,0,29049.73,THB,0,0,0,0,0,0,0,0,43316.88232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.415941,0,0,72366.62,0,0,43316.88232,0,0,0,0,0,43320.29826,0,0,0,0,0,72366.62,0,0,43320.29826,0,0,0,0,0,43313.47,0,0,0,0,0,-3.42,0,0,-1921.4,0,0,29049.73,0,0,0,0,0,0,0,0,29049.73322,0,0,29049.73322,0,24627,1,1,1,1,1,1,1,1,1,1,1,1,0,               ,1Y             ,0,0,141.8,0,0,100,0,0,0,0,0,0,0,0,0,0
28957,MxG2K,0,980651,THB,0,0,0,0,1,1,THB,          ,1,-1,USD CRSTHB 6M S     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.012876896,0,0,0,0,0,0,0,0,0,333519,,0,0,0,0,0,51114.76,0,0,-1756322.63,0,0,51114.76,0,0,-1756322.63,USD,THB,0,0,-1531542.05,0,0,51664346.45,0,0,-2532846.56,0,0,-53807.64,0,0,0,0,0,0,0,0,-30343.14,0,0,0,0,0,0,0,0,-30343.14175,0,0,-30343.14175,0,0,-857981.83,0,0,0,0,0,-857981.83,0,0,652203.31,0,0,1479841.996,0,0,0,0,0,0,0,0,-827638.6878,0,0,652203.3078,0,0,1479841.996,0,0,0,0,0,-827638.6878,0,0,-827638.69,THB,0,0,0,0,0,0,0,0,-1510066.055,0,0,-1510066.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.082838,0,0,-857862.75,0,0,-1510066.055,0,0,0,0,0,-1510185.137,0,0,0,0,0,-857862.75,0,0,-1510185.137,0,0,-1510185.137,0,0,-1509946.97,0,0,0,0,0,119.08,0,0,53807.64,0,0,-827638.69,0,0,0,0,0,0,0,0,-827638.6878,0,0,-827638.6878,0,21579,1,1,1,1,32.8553225,1,1,1,33.3077,1,1,1,0,THB THBFIX 6M S,1Y             ,0,0,-5.01,0,0,100,0,0,0,0,0,0,0,0,0,0
28957,MX.3,0,4490,THB,0,0,0,0,0,1,THB,          ,1,-1,USD CRSTHB 6M S     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.012876896,0,0,0,0,0,0,0,0,0,341233,,0,0,0,0,0,51114.76,0,0,-1756322.63,0,0,51114.76,0,0,-1756322.63,USD,THB,0,0,-1531542.05,0,0,51664346.45,0,0,-2532846.56,0,0,-53807.64,0,0,0,0,0,0,0,0,-30343.14,0,0,0,0,0,0,0,0,-30343.14175,0,0,-30343.14175,0,0,-857981.83,0,0,0,0,0,-857981.83,0,0,652203.31,0,0,1479841.996,0,0,0,0,0,0,0,0,-827638.6878,0,0,652203.3078,0,0,1479841.996,0,0,0,0,0,-827638.6878,0,0,-827638.69,THB,0,0,0,0,0,0,0,0,-1510066.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.082838,0,0,-857862.75,0,0,-1510066.055,0,0,0,0,0,-1510185.137,0,0,0,0,0,-857862.75,0,0,-1510185.137,0,0,0,0,0,-1509946.97,0,0,0,0,0,119.08,0,0,53807.64,0,0,-827638.69,0,0,0,0,0,0,0,0,-827638.6878,0,0,-827638.6878,0,24627,1,1,1,1,1,1,1,1,33.3077,1,1,1,0,               ,1Y             ,0,0,-5.58,0,0,100,0,0,0,0,0,27.95186,0,0,-27.95186,0
301196,MxG2K,0,980843,THB,0,0,0,0,1,1,THB,          ,1,-1,THB THBFIX 6M S     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333519,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,THB,   ,0,0,-1875672.55,0,0,0,0,0,-2595672.55,0,0,0,0,0,0,0,0,0,0,0,720000,0,0,720000,0,0,720000,0,0,0,0,0,0,0,0,-1875672.55,0,0,-1875672.55,0,0,0,0,0,-1875672.55,0,0,720000,0,0,0,0,0,-1875672.548,0,0,-2595672.548,0,0,-1875672.548,0,0,720000,0,0,-1875672.548,0,0,-2595672.548,0,0,-2595672.55,THB,0,0,-23092.147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1875672.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1898764.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2595672.55,0,0,-2595672.548,0,0,-2595672.548,0,0,0,0,0,0,0,21579,1,1,1,1,1,1,1,1,1,1,1,1,0,               ,               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301196,MX.3,0,4682,THB,0,0,0,0,0,1,THB,          ,1,-1,THB THBFIX 6M S     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341233,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,THB,THB,0,0,-1875672.55,0,0,0,0,0,-2595672.55,0,0,0,0,0,0,0,0,0,0,0,720000,0,0,720000,0,0,720000,0,0,0,0,0,0,0,0,-1875672.55,0,0,-1875672.55,0,0,0,0,0,-1875672.55,0,0,720000,0,0,0,0,0,-1875672.548,0,0,-2595672.548,0,0,-1875672.548,0,0,720000,0,0,-1875672.548,0,0,-2595672.548,0,0,-2595672.55,THB,0,0,-23092.147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1875672.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1898764.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2595672.55,0,0,-2595672.548,0,0,-2595672.548,0,0,0,0,0,0,0,24627,1,1,1,1,1,1,1,1,1,1,1,1,0,               ,               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
832035,MxG2K,0,981091,THB,0,0,0,0,1,1,THB,          ,1,-1,THB THBFIX 6M S     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.701036166,0,0,0,0,0,0,0,0,0,333519,,0,0,0,0,0,1610958.9,0,0,-908783.34,0,0,1610958.9,0,0,-908783.34,THB,THB,0,0,8939123.34,0,0,0,0,0,9641298.9,0,0,702175.56,0,0,0,0,0,0,0,0,10516287.91,0,0,0,0,0,0,0,0,10516287.91,0,0,10516287.91,0,0,19455411.25,0,0,0,0,0,19455411.25,0,0,8939123.34,0,0,0,0,0,0,0,0,0,0,0,8939123.342,0,0,8939123.342,0,0,0,0,0,0,0,0,8939123.342,0,0,8939123.34,THB,0,0,-34129.586,0,0,0,0,0,10515458.67,0,0,10515458.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-829.242308,0,0,19454582.01,0,0,10515458.67,0,0,0,0,0,10516287.91,0,0,0,0,0,19420452.42,0,0,10516287.91,0,0,10516287.91,0,0,10514629.43,0,0,0,0,0,-829.24,0,0,-702175.56,0,0,8939123.34,0,0,0,0,0,0,0,0,8939123.342,0,0,8939123.342,0,21579,1,1,1,1,1,1,1,1,1,1,1,1,0,THB THBFIX 6M S,1Y             ,0,0,921.55,0,0,100,0,0,0,0,0,0,0,0,0,0
832035,MX.3,0,4930,THB,0,0,0,0,0,1,THB,          ,1,-1,THB THBFIX 6M S     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.701036166,0,0,0,0,0,0,0,0,0,341233,,0,0,0,0,0,1610958.9,0,0,-908783.34,0,0,1610958.9,0,0,-908783.34,THB,THB,0,0,8939123.34,0,0,0,0,0,9641298.9,0,0,702175.56,0,0,0,0,0,0,0,0,10516287.91,0,0,0,0,0,0,0,0,10516287.91,0,0,10516287.91,0,0,19455411.25,0,0,0,0,0,19455411.25,0,0,8939123.34,0,0,0,0,0,0,0,0,0,0,0,8939123.342,0,0,8939123.342,0,0,0,0,0,0,0,0,8939123.342,0,0,8939123.34,THB,0,0,-34129.586,0,0,0,0,0,10515458.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-829.242308,0,0,19454582.01,0,0,10515458.67,0,0,0,0,0,10516287.91,0,0,0,0,0,19420452.42,0,0,10516287.91,0,0,0,0,0,10514629.43,0,0,0,0,0,-829.24,0,0,-702175.56,0,0,8939123.34,0,0,0,0,0,0,0,0,8939123.342,0,0,8939123.342,0,24627,1,1,1,1,1,1,1,1,1,1,1,1,0,               ,1Y             ,0,0,921.55,0,0,100,0,0,0,0,0,0,0,0,0,0
881547,MxG2K,0,981120,THB,0,0,0,0,1,1,THB,          ,1,-1,THB THBFIX 6M S     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.684913473,0,0,0,0,0,0,0,0,0,333519,,0,0,0,0,0,-349520.55,0,0,168703.84,0,0,-349520.55,0,0,168703.84,THB,THB,0,0,-18437451.64,0,0,0,0,0,-18618268.36,0,0,-180816.71,0,0,0,0,0,0,0,0,-19201338.28,0,0,0,0,0,0,0,0,-19201338.28,0,0,-19201338.28,0,0,-37638789.92,0,0,0,0,0,-37638789.92,0,0,-18437451.64,0,0,0,0,0,0,0,0,0,0,0,-18437451.64,0,0,-18437451.64,0,0,0,0,0,0,0,0,-18437451.64,0,0,-18437451.64,THB,0,0,-56666.132,0,0,0,0,0,-19199824.19,0,0,-19199824.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1514.085788,0,0,-37637275.83,0,0,-19199824.19,0,0,0,0,0,-19201338.28,0,0,0,0,0,-37693941.97,0,0,-19201338.28,0,0,-19201338.28,0,0,-19198310.1,0,0,0,0,0,1514.09,0,0,180816.71,0,0,-18437451.64,0,0,0,0,0,0,0,0,-18437451.64,0,0,-18437451.64,0,21579,1,1,1,1,1,1,1,1,1,1,1,1,0,THB THBFIX 6M S,1Y             ,0,0,-1540.68,0,0,100,0,0,0,0,0,0,0,0,0,0
881547,MX.3,0,4959,THB,0,0,0,0,0,1,THB,          ,1,-1,THB THBFIX 6M S     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.684913473,0,0,0,0,0,0,0,0,0,341233,,0,0,0,0,0,-349520.55,0,0,168703.84,0,0,-349520.55,0,0,168703.84,THB,THB,0,0,-18437451.64,0,0,0,0,0,-18618268.36,0,0,-180816.71,0,0,0,0,0,0,0,0,-19201338.28,0,0,0,0,0,0,0,0,-19201338.28,0,0,-19201338.28,0,0,-37638789.92,0,0,0,0,0,-37638789.92,0,0,-18437451.64,0,0,0,0,0,0,0,0,0,0,0,-18437451.64,0,0,-18437451.64,0,0,0,0,0,0,0,0,-18437451.64,0,0,-18437451.64,THB,0,0,-56666.132,0,0,0,0,0,-19199824.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1514.085788,0,0,-37637275.83,0,0,-19199824.19,0,0,0,0,0,-19201338.28,0,0,0,0,0,-37693941.97,0,0,-19201338.28,0,0,0,0,0,-19198310.1,0,0,0,0,0,1514.09,0,0,180816.71,0,0,-18437451.64,0,0,0,0,0,0,0,0,-18437451.64,0,0,-18437451.64,0,24627,1,1,1,1,1,1,1,1,1,1,1,1,0,               ,1Y             ,0,0,-1540.68,0,0,100,0,0,0,0,0,0,0,0,0,0
907356,MxG2K,0,981128,THB,0,0,0,0,1,1,THB,          ,1,-1,THB THBFIX 6M S     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333519,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,THB,   ,0,0,1700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700000,0,0,1700000,0,0,1700000,0,0,0,0,0,0,0,0,1700000,0,0,1700000,0,0,0,0,0,1700000,0,0,1700000,0,0,0,0,0,1700000,0,0,0,0,0,1700000,0,0,1700000,0,0,1700000,0,0,0,0,0,0,THB,0,0,-38946.275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1661053.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21579,1,1,1,1,1,1,1,1,1,1,1,1,0,               ,               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
907356,MX.3,0,4967,THB,0,0,0,0,0,1,THB,          ,1,-1,THB THBFIX 6M S     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341233,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,THB,THB,0,0,1700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700000,0,0,1700000,0,0,1700000,0,0,0,0,0,0,0,0,1700000,0,0,1700000,0,0,0,0,0,1700000,0,0,1700000,0,0,0,0,0,1700000,0,0,0,0,0,1700000,0,0,1700000,0,0,1700000,0,0,0,0,0,0,THB,0,0,-38946.275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1661053.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24627,1,1,1,1,1,1,1,1,1,1,1,1,0,               ,               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294304,MxG2K,0,980837,THB,0,0,0,0,1,1,THB,          ,1,-1,THB THBFIX 6M S     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333519,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,THB,   ,0,0,2216413.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2216413.06,0,0,2216413.06,0,0,2216413.06,0,0,0,0,0,0,0,0,2216413.06,0,0,2216413.06,0,0,0,0,0,2216413.06,0,0,2216413.06,0,0,0,0,0,2216413.06,0,0,0,0,0,2216413.06,0,0,2216413.06,0,0,2216413.06,0,0,0,0,0,0,THB,0,0,-34684.176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2216413.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2181728.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21579,1,1,1,1,1,1,1,1,1,1,1,1,0,               ,               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294304,MX.3,0,4676,THB,0,0,0,0,0,1,THB,          ,1,-1,THB THBFIX 6M S     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341233,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,THB,THB,0,0,2216413.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2216413.06,0,0,2216413.06,0,0,2216413.06,0,0,0,0,0,0,0,0,2216413.06,0,0,2216413.06,0,0,0,0,0,2216413.06,0,0,2216413.06,0,0,0,0,0,2216413.06,0,0,0,0,0,2216413.06,0,0,2216413.06,0,0,2216413.06,0,0,0,0,0,0,THB,0,0,-34684.176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2216413.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2181728.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24627,1,1,1,1,1,1,1,1,1,1,1,1,0,               ,               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
882350,MxG2K,0,981121,THB,0,0,0,0,1,1,THB,          ,1,-1,THB THBFIX 6M S     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333519,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,THB,   ,0,0,-8596426.15,0,0,0,0,0,-1296426.15,0,0,0,0,0,0,0,0,0,0,0,-7300000,0,0,-7300000,0,0,-7300000,0,0,0,0,0,0,0,0,-8596426.15,0,0,-8596426.15,0,0,0,0,0,-8596426.15,0,0,-7300000,0,0,0,0,0,-8596426.148,0,0,-1296426.148,0,0,-8596426.148,0,0,-7300000,0,0,-8596426.148,0,0,-1296426.148,0,0,-1296426.15,THB,0,0,-38538.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8596426.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8634964.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1296426.15,0,0,-1296426.148,0,0,-1296426.148,0,0,0,0,0,0,0,21579,1,1,1,1,1,1,1,1,1,1,1,1,0,               ,               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
