M_NB,SourceName,TIMESTAMP,M_IDENTITY,M_ACC_CUR,M_BONDCLNPR0,M_BONDCLNPR1,M_BONDCLNPR2,M_CHK_DATE0,M_CHK_DATE1,M_CHK_DATE2,M_C_CUR_PL,M_C_PL_DT,M_DIRECTION1,M_DIRECTION2,M_INSTRUMENT,M_IPAYCLEAN,M_MP_R0,M_MP_R1,M_MP_R2,M_MP_RF0,M_MP_RF1,M_MP_RF2,M_MP_SPOT0,M_MP_SPOT1,M_MP_SPOT2,M_MP_SWAP0,M_MP_SWAP1,M_MP_SWAP2,M_MP_TLOSS,M_MP_UDDRP10,M_MP_UDDRP11,M_MP_UDDRP12,M_MP_UDDRP20,M_MP_UDDRP21,M_MP_UDDRP22,M_MP_UDEXR0,M_MP_UDEXR1,M_MP_UDEXR2,M_MP_UPRC0,M_MP_UPRC1,M_MP_UPRC2,M_MP_UPRCIS0,M_MP_UPRCIS1,M_MP_UPRCIS2,M_MP_USEXR0,M_MP_USEXR1,M_MP_USEXR2,M_MP_VOL0,M_MP_VOL1,M_MP_VOL2,M_MX_REF_JOB,,M_PLCPNACC0,M_PLCPNACC1,M_PLCPNACC2,M_PLIRDACC10,M_PLIRDACC11,M_PLIRDACC12,M_PLIRDACC20,M_PLIRDACC21,M_PLIRDACC22,M_PLIRDACS10,M_PLIRDACS11,M_PLIRDACS12,M_PLIRDACS20,M_PLIRDACS21,M_PLIRDACS22,M_PLIRDCUR1,M_PLIRDCUR2,M_PLIRDFCS10,M_PLIRDFCS11,M_PLIRDFCS12,M_PLIRDFCS20,M_PLIRDFCS21,M_PLIRDFCS22,M_PL_ACC0,M_PL_ACC1,M_PL_ACC2,M_PL_ACCMV0,M_PL_ACCMV1,M_PL_ACCMV2,M_PL_ALL0,M_PL_ALL1,M_PL_ALL2,M_PL_ASS0,M_PL_ASS1,M_PL_ASS2,M_PL_CG0,M_PL_CG1,M_PL_CG2,M_PL_CGR0,M_PL_CGR1,M_PL_CGR2,M_PL_CGRA0,M_PL_CGRA1,M_PL_CGRA2,M_PL_CGU0,M_PL_CGU1,M_PL_CGU2,M_PL_CGUA0,M_PL_CGUA1,M_PL_CGUA2,M_PL_CR0,M_PL_CR1,M_PL_CR2,M_PL_CRRA0,M_PL_CRRA1,M_PL_CRRA2,M_PL_CRUA0,M_PL_CRUA1,M_PL_CRUA2,M_PL_CS0,M_PL_CS1,M_PL_CS2,M_PL_CSFCP0,M_PL_CSFCP1,M_PL_CSFCP2,M_PL_CSFI0,M_PL_CSFI1,M_PL_CSFI2,M_PL_CSFR0,M_PL_CSFR1,M_PL_CSFR2,M_PL_CSFRV0,M_PL_CSFRV1,M_PL_CSFRV2,M_PL_CSNF0,M_PL_CSNF1,M_PL_CSNF2,M_PL_CSNFCP0,M_PL_CSNFCP1,M_PL_CSNFCP2,M_PL_CSNFR0,M_PL_CSNFR1,M_PL_CSNFR2,M_PL_CSNFRV0,M_PL_CSNFRV1,M_PL_CSNFRV2,M_PL_CSRV0,M_PL_CSRV1,M_PL_CSRV2,M_PL_CUR,M_PL_FE0,M_PL_FE1,M_PL_FE2,M_PL_FEFI0,M_PL_FEFI1,M_PL_FEFI2,M_PL_FMV0,M_PL_FMV1,M_PL_FMV2,M_PL_FMVCL0,M_PL_FMVCL1,M_PL_FMVCL2,M_PL_FPFCP0,M_PL_FPFCP1,M_PL_FPFCP2,M_PL_FPFRV0,M_PL_FPFRV1,M_PL_FPFRV2,M_PL_FPNFCP0,M_PL_FPNFCP1,M_PL_FPNFCP2,M_PL_FPNFRV0,M_PL_FPNFRV1,M_PL_FPNFRV2,M_PL_FTFI0,M_PL_FTFI1,M_PL_FTFI2,M_PL_GEPL0,M_PL_GEPL1,M_PL_GEPL2,M_PL_MVFCP0,M_PL_MVFCP1,M_PL_MVFCP2,M_PL_MVFRV0,M_PL_MVFRV1,M_PL_MVFRV2,M_PL_MVNFCP0,M_PL_MVNFCP1,M_PL_MVNFCP2,M_PL_MVNFRV0,M_PL_MVNFRV1,M_PL_MVNFRV2,M_PL_NEPL0,M_PL_NEPL1,M_PL_NEPL2,M_PL_NFMV0,M_PL_NFMV1,M_PL_NFMV2,M_PL_NFMVCL0,M_PL_NFMVCL1,M_PL_NFMVCL2,M_PL_NPV0,M_PL_NPV1,M_PL_NPV2,M_PL_PMF0,M_PL_PMF1,M_PL_PMF2,M_PL_PVC0,M_PL_PVC1,M_PL_PVC2,M_PL_PVR0,M_PL_PVR1,M_PL_PVR2,M_PL_RV0,M_PL_RV1,M_PL_RV2,M_PL_RVR0,M_PL_RVR1,M_PL_RVR2,M_PL_RVRA0,M_PL_RVRA1,M_PL_RVRA2,M_PL_RVU0,M_PL_RVU1,M_PL_RVU2,M_PL_RVUA0,M_PL_RVUA1,M_PL_RVUA2,M_QTY_INDEX,M_REF_DATA,M_SC0_IR1_PL,M_SC0_IR2_PL,M_SC0_PL_AC,M_SC0_PL_UC,M_SC1_IR1_PL,M_SC1_IR2_PL,M_SC1_PL_AC,M_SC1_PL_UC,M_SC2_IR1_PL,M_SC2_IR2_PL,M_SC2_PL_AC,M_SC2_PL_UC,M_SECDATA,M_SVRTEQLB1,M_SVRTEQLB2,M_SVRTEQVAL0,M_SVRTEQVAL1,M_SVRTEQVAL2,M_S_DELTA0,M_S_DELTA1,M_S_DELTA2,M_S_GAMMA0,M_S_GAMMA1,M_S_GAMMA2,M_S_RHO0,M_S_RHO1,M_S_RHO2,M_S_RHOF0,M_S_RHOF1,M_S_RHOF2,M_S_THETA0
564086,MxG2K,0,980981,THB,0,0,0,0,1,1,THB,          ,1,-1,THB THBFIX 6M S     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333519,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,THB,   ,0,0,7296350.82,0,0,0,0,0,796350.82,0,0,0,0,0,0,0,0,0,0,0,6500000,0,0,6500000,0,0,6500000,0,0,0,0,0,0,0,0,7296350.82,0,0,7296350.82,0,0,0,0,0,7296350.82,0,0,6500000,0,0,0,0,0,7296350.822,0,0,796350.8219,0,0,7296350.822,0,0,6500000,0,0,7296350.822,0,0,796350.8219,0,0,796350.82,THB,0,0,-33986.282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7296350.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7262364.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,796350.82,0,0,796350.8219,0,0,796350.8219,0,0,0,0,0,0,0,21579,1,1,1,1,1,1,1,1,1,1,1,1,0,               ,               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564086,MX.3,0,4820,THB,0,0,0,0,0,1,THB,          ,1,-1,THB THBFIX 6M S     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341233,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,THB,THB,0,0,7296350.82,0,0,0,0,0,796350.82,0,0,0,0,0,0,0,0,0,0,0,6500000,0,0,6500000,0,0,6500000,0,0,0,0,0,0,0,0,7296350.82,0,0,7296350.82,0,0,0,0,0,7296350.82,0,0,6500000,0,0,0,0,0,7296350.822,0,0,796350.8219,0,0,7296350.822,0,0,6500000,0,0,7296350.822,0,0,796350.8219,0,0,796350.82,THB,0,0,-33986.282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7296350.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7262364.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,796350.82,0,0,796350.8219,0,0,796350.8219,0,0,0,0,0,0,0,24627,1,1,1,1,1,1,1,1,1,1,1,1,0,               ,               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388535,MxG2K,0,980883,THB,0,0,0,0,1,1,THB,          ,1,-1,THB THBFIX 6M S     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333519,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,THB,   ,0,0,3236000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3236000,0,0,3236000,0,0,3236000,0,0,0,0,0,0,0,0,3236000,0,0,3236000,0,0,0,0,0,3236000,0,0,3236000,0,0,0,0,0,3236000,0,0,0,0,0,3236000,0,0,3236000,0,0,3236000,0,0,0,0,0,0,THB,0,0,-23141.195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3236000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3212858.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21579,1,1,1,1,1,1,1,1,1,1,1,1,0,               ,               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388535,MX.3,0,4722,THB,0,0,0,0,0,1,THB,          ,1,-1,THB THBFIX 6M S     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341233,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,THB,THB,0,0,3236000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3236000,0,0,3236000,0,0,3236000,0,0,0,0,0,0,0,0,3236000,0,0,3236000,0,0,0,0,0,3236000,0,0,3236000,0,0,0,0,0,3236000,0,0,0,0,0,3236000,0,0,3236000,0,0,3236000,0,0,0,0,0,0,THB,0,0,-23141.195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3236000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3212858.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24627,1,1,1,1,1,1,1,1,1,1,1,1,0,               ,               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563536,MxG2K,0,980979,THB,0,0,0,0,1,1,THB,          ,1,-1,THB THBFIX 6M S     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.532110475,0,0,0,0,0,0,0,0,0,333519,,0,0,0,0,0,11967123.29,0,0,-5853402.74,0,0,11967123.29,0,0,-5853402.74,THB,THB,0,0,32311033.21,0,0,0,0,0,38424753.75,0,0,6113720.55,0,0,0,0,0,0,0,0,24280171.09,0,0,0,0,0,0,0,0,24280171.09,0,0,24280171.09,0,0,56591204.3,0,0,0,0,0,56591204.3,0,0,32311033.21,0,0,0,0,0,0,0,0,0,0,0,32311033.21,0,0,32311033.21,0,0,0,0,0,0,0,0,32311033.21,0,0,32311033.21,THB,0,0,-90677.724,0,0,0,0,0,24278256.53,0,0,24278256.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1914.567696,0,0,56589289.73,0,0,24278256.53,0,0,0,0,0,24280171.09,0,0,0,0,0,56498612.01,0,0,24280171.09,0,0,24280171.09,0,0,24276341.96,0,0,0,0,0,-1914.57,0,0,-6113720.55,0,0,32311033.21,0,0,0,0,0,0,0,0,32311033.21,0,0,32311033.21,0,21579,1,1,1,1,1,1,1,1,1,1,1,1,0,THB THBFIX 6M S,1Y             ,0,0,1647.17,0,0,100,0,0,0,0,0,0,0,0,0,0
563536,MX.3,0,4818,THB,0,0,0,0,0,1,THB,          ,1,-1,THB THBFIX 6M S     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.532110475,0,0,0,0,0,0,0,0,0,341233,,0,0,0,0,0,11967123.29,0,0,-5853402.74,0,0,11967123.29,0,0,-5853402.74,THB,THB,0,0,32311033.21,0,0,0,0,0,38424753.75,0,0,6113720.55,0,0,0,0,0,0,0,0,24280171.09,0,0,0,0,0,0,0,0,24280171.09,0,0,24280171.09,0,0,56591204.3,0,0,0,0,0,56591204.3,0,0,32311033.21,0,0,0,0,0,0,0,0,0,0,0,32311033.21,0,0,32311033.21,0,0,0,0,0,0,0,0,32311033.21,0,0,32311033.21,THB,0,0,-90677.724,0,0,0,0,0,24278256.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1914.567696,0,0,56589289.73,0,0,24278256.53,0,0,0,0,0,24280171.09,0,0,0,0,0,56498612.01,0,0,24280171.09,0,0,0,0,0,24276341.96,0,0,0,0,0,-1914.57,0,0,-6113720.55,0,0,32311033.21,0,0,0,0,0,0,0,0,32311033.21,0,0,32311033.21,0,24627,1,1,1,1,1,1,1,1,1,1,1,1,0,               ,1Y             ,0,0,1647.17,0,0,100,0,0,0,0,0,0,0,0,0,0
985178,MxG2K,0,981168,THB,0,0,0,0,1,1,THB,          ,1,-1,THB THBFIX 6M S     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.692928317,0,0,0,0,0,0,0,0,0,333519,,0,0,0,0,0,1556164.38,0,0,-1037517.81,0,0,1556164.38,0,0,-1037517.81,THB,THB,0,0,2270213.64,0,0,0,0,0,2788860.22,0,0,518646.58,0,0,0,0,0,0,0,0,5513577.79,0,0,0,0,0,0,0,0,5513577.788,0,0,5513577.788,0,0,7783791.43,0,0,0,0,0,7783791.43,0,0,2270213.64,0,0,0,0,0,0,0,0,0,0,0,2270213.644,0,0,2270213.644,0,0,0,0,0,0,0,0,2270213.644,0,0,2270213.64,THB,0,0,-18522.784,0,0,0,0,0,5513143.025,0,0,5513143.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-434.762913,0,0,7783356.67,0,0,5513143.025,0,0,0,0,0,5513577.788,0,0,0,0,0,7764833.88,0,0,5513577.788,0,0,5513577.788,0,0,5512708.26,0,0,0,0,0,-434.76,0,0,-518646.58,0,0,2270213.64,0,0,0,0,0,0,0,0,2270213.644,0,0,2270213.644,0,21579,1,1,1,1,1,1,1,1,1,1,1,1,0,THB THBFIX 6M S,1Y             ,0,0,813.06,0,0,100,0,0,0,0,0,0,0,0,0,0
985178,MX.3,0,5007,THB,0,0,0,0,0,1,THB,          ,1,-1,THB THBFIX 6M S     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.692928317,0,0,0,0,0,0,0,0,0,341233,,0,0,0,0,0,1556164.38,0,0,-1037517.81,0,0,1556164.38,0,0,-1037517.81,THB,THB,0,0,2270213.64,0,0,0,0,0,2788860.22,0,0,518646.58,0,0,0,0,0,0,0,0,5513577.79,0,0,0,0,0,0,0,0,5513577.788,0,0,5513577.788,0,0,7783791.43,0,0,0,0,0,7783791.43,0,0,2270213.64,0,0,0,0,0,0,0,0,0,0,0,2270213.644,0,0,2270213.644,0,0,0,0,0,0,0,0,2270213.644,0,0,2270213.64,THB,0,0,-18522.784,0,0,0,0,0,5513143.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-434.762913,0,0,7783356.67,0,0,5513143.025,0,0,0,0,0,5513577.788,0,0,0,0,0,7764833.88,0,0,5513577.788,0,0,0,0,0,5512708.26,0,0,0,0,0,-434.76,0,0,-518646.58,0,0,2270213.64,0,0,0,0,0,0,0,0,2270213.644,0,0,2270213.644,0,24627,1,1,1,1,1,1,1,1,1,1,1,1,0,               ,1Y             ,0,0,813.06,0,0,100,0,0,0,0,0,0,0,0,0,0
7151727,MxG2K,0,981266,THB,0,0,0,0,1,1,THB,          ,1,-1,THB THBFIX 6M S     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.743459721,0,0,0,0,0,0,0,0,0,333519,,0,0,0,0,0,-4041369.86,0,0,2684974.93,0,0,-4041369.86,0,0,2684974.93,THB,THB,0,0,-11163322.4,0,0,0,0,0,-12519717.33,0,0,-1356394.93,0,0,0,0,0,0,0,0,-8873743.32,0,0,0,0,0,0,0,0,-8873743.32,0,0,-8873743.32,0,0,-20037065.72,0,0,0,0,0,-20037065.72,0,0,-11163322.4,0,0,0,0,0,0,0,0,0,0,0,-11163322.4,0,0,-11163322.4,0,0,0,0,0,0,0,0,-11163322.4,0,0,-11163322.4,THB,0,0,-42743.459,0,0,0,0,0,-8873043.598,0,0,-8873043.598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699.722512,0,0,-20036365.99,0,0,-8873043.598,0,0,0,0,0,-8873743.32,0,0,0,0,0,-20079109.45,0,0,-8873743.32,0,0,-8873743.32,0,0,-8872343.88,0,0,0,0,0,699.72,0,0,1356394.93,0,0,-11163322.4,0,0,0,0,0,0,0,0,-11163322.4,0,0,-11163322.4,0,21579,1,1,1,1,1,1,1,1,1,1,1,1,0,THB THBFIX 6M S,1Y             ,0,0,-765.28,0,0,100,0,0,0,0,0,0,0,0,0,0
7151727,MX.3,0,5105,THB,0,0,0,0,0,1,THB,          ,1,-1,THB THBFIX 6M S     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.743459721,0,0,0,0,0,0,0,0,0,341233,,0,0,0,0,0,-4041369.86,0,0,2684974.93,0,0,-4041369.86,0,0,2684974.93,THB,THB,0,0,-11163322.4,0,0,0,0,0,-12519717.33,0,0,-1356394.93,0,0,0,0,0,0,0,0,-8873743.32,0,0,0,0,0,0,0,0,-8873743.32,0,0,-8873743.32,0,0,-20037065.72,0,0,0,0,0,-20037065.72,0,0,-11163322.4,0,0,0,0,0,0,0,0,0,0,0,-11163322.4,0,0,-11163322.4,0,0,0,0,0,0,0,0,-11163322.4,0,0,-11163322.4,THB,0,0,-42743.459,0,0,0,0,0,-8873043.598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699.722512,0,0,-20036365.99,0,0,-8873043.598,0,0,0,0,0,-8873743.32,0,0,0,0,0,-20079109.45,0,0,-8873743.32,0,0,0,0,0,-8872343.88,0,0,0,0,0,699.72,0,0,1356394.93,0,0,-11163322.4,0,0,0,0,0,0,0,0,-11163322.4,0,0,-11163322.4,0,24627,1,1,1,1,1,1,1,1,1,1,1,1,0,               ,1Y             ,0,0,-765.28,0,0,100,0,0,0,0,0,0,0,0,0,0
7264196,MxG2K,0,980692,THB,0,0,0,0,1,1,THB,          ,1,-1,THB CRSUSD 6M S     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.314805825,0,0,0,0,0,0,0,0,0,333519,,0,0,0,0,0,-29219178.08,0,0,872623.04,0,0,-29219178.08,0,0,872623.04,THB,USD,0,0,1377472603,0,0,-46598783.55,0,0,-28882043.97,0,0,-154111.57,0,0,0,0,0,0,0,0,15309379.06,0,0,0,0,0,0,0,0,15309379.06,0,0,15309379.06,0,0,14773890.12,0,0,0,0,0,14773890.12,0,0,-174625700.2,0,0,-174090211.3,0,0,0,0,0,0,0,0,-535488.934,0,0,-174625700.2,0,0,-174090211.3,0,0,0,0,0,-535488.934,0,0,-535488.93,THB,0,0,0,0,0,0,0,0,189384655.6,0,0,189384655.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14934.75215,0,0,14758955.37,0,0,189384655.6,0,0,0,0,0,189399590.4,0,0,0,0,0,14758955.37,0,0,189399590.4,0,0,189399590.4,0,0,189369720.9,0,0,0,0,0,-14934.75,0,0,154111.57,0,0,-535488.93,0,0,0,0,0,0,0,0,-535488.934,0,0,-535488.934,0,21579,1,1,1,1,1,32.8553225,1,1,1,33.3077,1,1,0,THB THBFIX 6M S,1Y             ,0,0,-3260.94,0,0,100,0,0,0,0,0,0,0,0,0,0
7264196,MX.3,0,4531,THB,0,0,0,0,0,1,THB,          ,1,-1,THB CRSUSD 6M S     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.314805859,0,0,0,0,0,0,0,0,0,341233,,0,0,0,0,0,-29219178.08,0,0,872623.04,0,0,-29219178.08,0,0,872623.04,THB,USD,0,0,1377472603,0,0,-46598783.55,0,0,-28882043.97,0,0,-154111.57,0,0,0,0,0,0,0,0,15309379.59,0,0,0,0,0,0,0,0,15309379.59,0,0,15309379.59,0,0,14773890.66,0,0,0,0,0,14773890.66,0,0,-174625700.2,0,0,-174090211.3,0,0,0,0,0,0,0,0,-535488.934,0,0,-174625700.2,0,0,-174090211.3,0,0,0,0,0,-535488.934,0,0,-535488.93,THB,0,0,0,0,0,0,0,0,189384656.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14934.75219,0,0,14758955.9,0,0,189384656.1,0,0,0,0,0,189399590.9,0,0,0,0,0,14758955.9,0,0,189399590.9,0,0,0,0,0,189369721.4,0,0,0,0,0,-14934.75,0,0,154111.57,0,0,-535488.93,0,0,0,0,0,0,0,0,-535488.934,0,0,-535488.934,0,24627,1,1,1,1,1,1,1,1,1,33.3077,1,1,0,               ,1Y             ,0,0,-3278.17,0,0,100,0,0,0,0,0,850.46482,0,0,-850.46482,0
7176718,MxG2K,0,980690,THB,0,0,0,0,1,1,THB,          ,1,-1,THB CRSUSD S S      ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.296497476,0,0,0,0,0,0,0,0,0,333519,,0,0,0,0,0,709297.15,0,0,-4503.1,0,0,709297.15,0,0,-4503.1,THB,USD,0,0,-166732920,0,0,5932913,0,0,9037360.38,0,0,559309.25,0,0,0,0,0,0,0,0,2820652.13,0,0,0,0,0,0,0,0,2820652.13,0,0,2820652.13,0,0,11153218.46,0,0,0,0,0,11153218.46,0,0,30878766.33,0,0,22546200,0,0,0,0,0,0,0,0,8332566.33,0,0,30878766.33,0,0,22546200,0,0,0,0,0,8332566.33,0,0,8332566.33,THB,0,0,0,0,0,0,0,0,-19723992.45,0,0,-19723992.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1555.42136,0,0,11154773.88,0,0,-19723992.45,0,0,0,0,0,-19725547.87,0,0,0,0,0,11154773.88,0,0,-19725547.87,0,0,-19725547.87,0,0,-19722437.03,0,0,0,0,0,1555.42,0,0,-559309.25,0,0,8332566.33,0,0,0,0,0,0,0,0,8332566.33,0,0,8332566.33,0,21579,1,1,1,1,1,32.8553225,1,1,1,33.3077,1,1,0,THB THBFIX 6M S,1Y             ,0,0,315.01,0,0,100,0,0,0,0,0,0,0,0,0,0
7176718,MX.3,0,4529,THB,0,0,0,0,0,1,THB,          ,1,-1,THB CRSUSD S S      ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.296497476,0,0,0,0,0,0,0,0,0,341233,,0,0,0,0,0,709297.15,0,0,-4503.1,0,0,709297.15,0,0,-4503.1,THB,USD,0,0,-166732920,0,0,5932913,0,0,9037360.38,0,0,559309.25,0,0,0,0,0,0,0,0,2820652.13,0,0,0,0,0,0,0,0,2820652.13,0,0,2820652.13,0,0,11153218.46,0,0,0,0,0,11153218.46,0,0,30878766.33,0,0,22546200,0,0,0,0,0,0,0,0,8332566.33,0,0,30878766.33,0,0,22546200,0,0,0,0,0,8332566.33,0,0,8332566.33,THB,0,0,0,0,0,0,0,0,-19723992.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1555.42136,0,0,11154773.88,0,0,-19723992.45,0,0,0,0,0,-19725547.87,0,0,0,0,0,11154773.88,0,0,-19725547.87,0,0,0,0,0,-19722437.03,0,0,0,0,0,1555.42,0,0,-559309.25,0,0,8332566.33,0,0,0,0,0,0,0,0,8332566.33,0,0,8332566.33,0,24627,1,1,1,1,1,1,1,1,1,33.3077,1,1,0,               ,1Y             ,0,0,317.21,0,0,100,0,0,0,0,0,-108.28038,0,0,108.28038,0
812063,MxG2K,0,981073,THB,0,0,0,0,1,1,THB,          ,1,-1,THB THBFIX 6M S     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.680050702,0,0,0,0,0,0,0,0,0,333519,,0,0,0,0,0,-2264400,0,0,1347345.2,0,0,-2264400,0,0,1347345.2,THB,THB,0,0,-9073039.82,0,0,0,0,0,-9990094.62,0,0,-917054.8,0,0,0,0,0,0,0,0,-10820417.12,0,0,0,0,0,0,0,0,-10820417.12,0,0,-10820417.12,0,0,-19893456.94,0,0,0,0,0,-19893456.94,0,0,-9073039.82,0,0,0,0,0,0,0,0,0,0,0,-9073039.819,0,0,-9073039.819,0,0,0,0,0,0,0,0,-9073039.819,0,0,-9073039.82,THB,0,0,-38853.867,0,0,0,0,0,-10819563.9,0,0,-10819563.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,853.223851,0,0,-19892603.72,0,0,-10819563.9,0,0,0,0,0,-10820417.12,0,0,0,0,0,-19931457.58,0,0,-10820417.12,0,0,-10820417.12,0,0,-10818710.67,0,0,0,0,0,853.22,0,0,917054.8,0,0,-9073039.82,0,0,0,0,0,0,0,0,-9073039.819,0,0,-9073039.819,0,21579,1,1,1,1,1,1,1,1,1,1,1,1,0,THB THBFIX 6M S,1Y             ,0,0,-1049.31,0,0,100,0,0,0,0,0,0,0,0,0,0
812063,MX.3,0,4912,THB,0,0,0,0,0,1,THB,          ,1,-1,THB THBFIX 6M S     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.680050702,0,0,0,0,0,0,0,0,0,341233,,0,0,0,0,0,-2264400,0,0,1347345.2,0,0,-2264400,0,0,1347345.2,THB,THB,0,0,-9073039.82,0,0,0,0,0,-9990094.62,0,0,-917054.8,0,0,0,0,0,0,0,0,-10820417.12,0,0,0,0,0,0,0,0,-10820417.12,0,0,-10820417.12,0,0,-19893456.94,0,0,0,0,0,-19893456.94,0,0,-9073039.82,0,0,0,0,0,0,0,0,0,0,0,-9073039.819,0,0,-9073039.819,0,0,0,0,0,0,0,0,-9073039.819,0,0,-9073039.82,THB,0,0,-38853.867,0,0,0,0,0,-10819563.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,853.223851,0,0,-19892603.72,0,0,-10819563.9,0,0,0,0,0,-10820417.12,0,0,0,0,0,-19931457.58,0,0,-10820417.12,0,0,0,0,0,-10818710.67,0,0,0,0,0,853.22,0,0,917054.8,0,0,-9073039.82,0,0,0,0,0,0,0,0,-9073039.819,0,0,-9073039.819,0,24627,1,1,1,1,1,1,1,1,1,1,1,1,0,               ,1Y             ,0,0,-1049.31,0,0,100,0,0,0,0,0,0,0,0,0,0
